file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P90	285	0.023663	0.043513	0.044403	0.044403	1.000000	0.019623
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P90	285	0.021645	0.044403	0.196837	0.833004	0.985965	0.013498
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P95	285	0.021645	0.044040	0.044403	0.044403	1.000000	0.021724
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P95	285	0.021645	0.044403	0.044403	0.077435	0.992982	0.020590
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P99	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.021373
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P99	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.021373
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P999	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.022203
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P999	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.022203
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P1	285	0.012697	0.033657	0.046633	0.048964	0.975439	-0.011058
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P1	285	0.012697	0.033657	0.046633	0.048964	0.975439	-0.011059
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P50	285	0.012363	0.032698	0.038333	0.049967	0.996491	0.008320
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P50	285	0.012466	0.040260	0.608210	0.923737	0.950877	-0.012998
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P75	285	0.018500	0.036834	0.045020	0.059454	0.982456	0.011454
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P75	285	0.018989	0.042274	0.316816	0.654800	0.957895	0.002206
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P90	285	0.018456	0.038311	0.053492	0.059485	0.971930	0.012412
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P90	285	0.018915	0.043016	0.272223	0.919768	0.950877	0.003962
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P95	285	0.019797	0.043347	0.053492	0.072720	0.957895	0.015198
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P95	285	0.019789	0.043347	0.053492	0.072720	0.957895	0.014980
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P99	285	0.018374	0.048842	0.053492	0.059435	0.936842	0.016007
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P99	285	0.018374	0.048842	0.053492	0.059435	0.936842	0.015956
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	binning	P999	285	0.017061	0.048842	0.053492	0.053492	0.933333	0.016833
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	T	raw	P999	285	0.017061	0.048842	0.053492	0.053492	0.933333	0.016833
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P1	285	0.002071	0.021960	0.044403	0.044403	1.000000	0.003375
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P1	285	0.002071	0.021960	0.044403	0.044403	1.000000	0.003373
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P50	285	0.023242	0.040918	0.044403	0.044403	1.000000	0.014959
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P50	285	0.022950	0.044403	0.604073	0.925780	0.950877	-0.005849
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P75	285	0.031442	0.042344	0.044403	0.044403	1.000000	0.016950
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P75	285	0.033120	0.044402	0.332017	0.651866	0.975439	0.007751
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P90	285	0.019239	0.042635	0.044403	0.044403	1.000000	0.018834
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P90	285	0.020756	0.043193	0.226419	0.922773	0.975439	0.010218
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P95	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.021689
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P95	285	0.020632	0.044403	0.044403	0.044403	1.000000	0.021471
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P99	285	0.021512	0.044385	0.044403	0.044403	1.000000	0.021444
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	raw	P99	285	0.021512	0.044385	0.044403	0.044403	1.000000	0.021394
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold3	G	binning	P999	285	0.021645	0.044403	0.044403	0.044403	1.000000	0.022512
